tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
FOR000ETT16000069,"Provision of medical insurance for staff of the Permanent Mission of the Republic of Singapore to the United Nations, New York, and the Consulate of the Republic of Singapore, New York.",Ministry of Foreign Affairs,15/12/2016,Awarded to Suppliers,"BROWN & BROWN OF GARDEN CITY, INC.",150638.35
FOR000ETT16000076,Provision of Transportation Services for the Ministry of Foreign Affairs.,Ministry of Foreign Affairs,28/12/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT15000137,"Design, Build, Operate & Maintenance Of A District Level Pneumatic Waste Conveyance System (PWCS) At Punggol Northshore (C1, C2, C3, C4, C6, C7 & C8)",Housing and Development Board,29/4/2016,Awarded to Suppliers,ENVAC SINGAPORE PTE. LTD.,5625000
HDB000ETT15000210,A) Design & Build Of Upgrading Projects For G20E; B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,ASIABUILD CONSTRUCTION PTE. LTD.,25100000
HDB000ETT15000215,(A) Design And Build Of Upgrading Projects For G21A; (B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,THONG HUAT BROTHERS (PTE) LIMITED,25350000
HDB000ETT15000217,"Design, Build, Operate & Maintenance Of A District Level Pneumatic Waste Conveyance System At Bidadari (C1, C2, C3, C4, C6 & C7)",Housing and Development Board,14/4/2016,Awarded to Suppliers,PV Vacuum Engineering Pte Ltd,5132943
HDB000ETT15000221,A) Design And Build Of Upgrading Projects For G21F; B) Contingency Works,Housing and Development Board,14/4/2016,Awarded to Suppliers,CHIONG CONSTRUCTION PTE. LTD.,25293315
HDB000ETT15000225,(A) Design And Build Of Upgrading Projects For G21G; (B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,WING TUCK ENGINEERING PTE LTD,21490000
HDB000ETT15000226,A) Design And Build Of Upgrading Projects For G21H; B) Contingency Works,Housing and Development Board,15/4/2016,Awarded to Suppliers,FUJIAN CHENGJIAN CONSTRUCTION CORPORATION LIMITED (SINGAPORE BRANCH),27777000
HDB000ETT15000280,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Proposed Multi-Storey Industrial Complex At Ang Mo Kio Industrial Park 3 (AMK3RC1)",Housing and Development Board,9/5/2016,Awarded to Suppliers,CESMA INTERNATIONAL PRIVATE LIMITED,0
HDB000ETT15000281,Improvement Works To Surface Car Parks (Batch 65),Housing and Development Board,15/4/2016,Awarded to Suppliers,STARLAND CONSTRUCTION PTE LTD,6216000
HDB000ETT15000283,"Request-For-Proposals (RFP) For Co-Innovation Partnership (CIP) Project For Proof-Of-Concept, Proof-Of-Value And Test-Bedding In Daylighting Solutions For Underground Spaces",Housing and Development Board,11/10/2016,Awarded to Suppliers,TECHNOLITE (SINGAPORE) PTE LTD,2388000
HDB000ETT15000301,Term Contract For The Provision Of Logistic Services At 23 HDB Shopping Centres For The Period 1 Jan 2016 To 31 Dec 2018,Housing and Development Board,19/4/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT15000316,Term Contract For The Fabrication And Supply Of Prefabricated Extensive Green Roof Tray System To HDB And Distributorship Of The Prefabricated Extensive Green Roof Tray System Roof Tray System And Its Extension Panels For Non-HDB Projects In Singapore,Housing and Development Board,1/8/2016,Awarded to Suppliers,ENG SENG TECH PTE. LTD.,1203000
HDB000ETT15000317,Provision Of Landscaping Services On Topmost Parking Decks Of Existing Multi-Storey Car Parks (MSCP) And Rooftops Of Existing Low-Rise Blocks In HDB Estate (Batch 2),Housing and Development Board,30/8/2016,Awarded to Suppliers,ENG SENG TECH PTE. LTD.,625600
HDB000ETT15000320,"Sixth Term Contract For The Supply, Delivery, Installation And Maintenance Of Small Capacity Home Lifts For Three-Year Period",Housing and Development Board,22/6/2016,Awarded to Suppliers,E M SERVICES PRIVATE LIMITED,43200
HDB000ETT15000339,Construction Of Parking Lots (Contract 3),Housing and Development Board,10/5/2016,Awarded to Suppliers,JUPITER BUILDER PTE. LTD.,1181000
HDB000ETT15000348,Term Contract For Improvement Works Within HDB Flats (Zone 1),Housing and Development Board,5/5/2016,Awarded to Suppliers,QUEK AND TAN BUILDING CONTRACTORS PTE LTD,4616
HDB000ETT15000349,Term Contract For Improvement Works Within HDB Flats (Zone 2),Housing and Development Board,5/5/2016,Awarded to Suppliers,LIONG CONSTRUCTION PTE LTD,3759.7
HDB000ETT15000350,Term Contract For Improvement Works Within HDB Flats (Zone 3),Housing and Development Board,5/5/2016,Awarded to Suppliers,TGG PTE. LTD.,5778.5
HDB000ETT15000352,(A) Design And Build Of Upgrading Projects For G22A; (B) Contingency Works,Housing and Development Board,28/4/2016,Awarded to Suppliers,WELLTECH CONSTRUCTION PTE LTD,24666555.55
HDB000ETT15000353,(A) Design And Build Of Upgrading Projects For G22B; (B) Contingency Works,Housing and Development Board,27/4/2016,Awarded to Suppliers,EXPAND CONSTRUCTION PTE LTD,19590000
HDB000ETT15000354,Proposed Pedestrian Overhead Bridge And Covered Linkway Along Tampines Avenue 1 And Installation Of Temporary Bus Shelters Along Tampines Avenue 10,Housing and Development Board,10/5/2016,Awarded to Suppliers,VESTAR IRON WORKS PTE LTD,1350000
HDB000ETT15000355,(A) Design And Build Of Upgrading Projects For G23A; (B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,EXPAND CONSTRUCTION PTE LTD,26275000
HDB000ETT15000360,(A) Design And Build Of Upgrading Projects For G22D; (B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,Ken-Pal (S) Pte Ltd,25770000
HDB000ETT15000361,A) Design & Build Of Upgrading Projects For G23B; B) Contingency Works,Housing and Development Board,26/4/2016,Awarded to Suppliers,KAH ENGINEERING (1986) PTE. LTD.,23969600
HDB000ETT15000362,(A) Design And Build Of Upgrading Projects For G23C; (B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,Ken-Pal (S) Pte Ltd,23770000
HDB000ETT15000364,A) Design & Build Of Upgrading Projects For G22C; B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,WING TUCK ENGINEERING PTE LTD,25500000
HDB000ETT15000366,A) Design And Build Of Upgrading Projects For G22E; B) Contingency Works,Housing and Development Board,11/4/2016,Awarded to Suppliers,TEAMBUILD ENGINEERING & CONSTRUCTION PTE. LTD.,25280000
HDB000ETT15000368,A) Design & Build Of Upgrading Projects For G23F; B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,KUAN AIK HONG CONSTRUCTION PTE LTD,19500000
HDB000ETT15000369,(A) Design And Build Of Upgrading Projects For G23E; (B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,H P CONSTRUCTION & ENGINEERING PTE LTD,25848833
HDB000ETT15000372,Improvement Works To Surface Car Parks (Batch 66),Housing and Development Board,21/7/2016,Awarded to Suppliers,MEIZHUAN BUILDERS PTE LTD,5051399
HDB000ETT15000374,"Seventh Term Contract For The Supply, Delivery, Installation And Maintenance Of Small Capacity Home Lifts For Three-Year Period",Housing and Development Board,20/7/2016,Awarded to Suppliers,E M SERVICES PRIVATE LIMITED,44800
HDB000ETT15000376,Maintenance Of An Automated Precast Production System At HDB Centre Of Building Research,Housing and Development Board,3/5/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT15000377,"Twenty-Sixth Term Contract For The Supply, Delivery, Installation And Maintenance Of Lifts For Three-Year Period",Housing and Development Board,14/12/2016,Awarded to Suppliers,CHEVALIER SINGAPORE HOLDINGS PTE. LTD.,14010000
HDB000ETT15000383,"Proposed Addition & Alteration To Existing Development For Housing & Development Board At Woodlands Mart On Lot 03614P MK 13 At 768 Woodlands Avenue 6, Singapore 730768",Housing and Development Board,17/5/2016,Awarded to Suppliers,YUAN MEI CHEN (S) PTE. LTD.,578798
HDB000ETT15000389,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Punggol East Contract 48 & Common Green And Punggol East Contract 49 & Common Green",Housing and Development Board,27/4/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT15000393,Demolition Works At Eunos Industrial Estate And Bedok Industrial Park E,Housing and Development Board,25/4/2016,Awarded to Suppliers,BENG HENG ENGINEERING PTE LTD,1280000
HDB000ETT15000395,A) Design & Build Of Upgrading Projects For G22F; B) Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,LBD ENGINEERING PTE. LTD.,27964855
HDB000ETT15000400,Formal Safety Assessment For Infilling Works (Phase 3),Housing and Development Board,10/6/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT15000402,Lift Replacement To Industrial Buildings And Comprehensive Maintenance For Five (5) Years,Housing and Development Board,22/8/2016,Awarded to Suppliers,FUJITEC SINGAPORE CORPORATION LTD,43179920
HDB000ETT15000403,Proposed Replacement Of Roller Shutters With Roller Doors At Autobay,Housing and Development Board,19/4/2016,Awarded to Suppliers,GLIDEROL DOORS (S) PTE LTD,690400
HDB000ETT15000404,Part A: Building Works At Bukit Batok Neighbourhood 4 Contract 12 (Total: 636 Dwelling Units); Part B : Contingency Works,Housing and Development Board,29/4/2016,Awarded to Suppliers,BHCC CONSTRUCTION PTE. LTD.,65388000
HDB000ETT15000405,Design And Build Of Public Housing Project B,Housing and Development Board,14/6/2016,Awarded to Suppliers,TEAMBUILD ENGINEERING & CONSTRUCTION PTE. LTD.,106189766
HDB000ETT15000406,Provision Of Security Services At HDB Centre Of Building Research For A Period Of Twenty-Four (24) Months,Housing and Development Board,15/4/2016,Awarded to Suppliers,TOP GUARD SECURITY MANAGEMENT PTE. LTD.,408000
HDB000ETT16000003,Improvement Works To Multi-Storey Car Parks And Standalone Electrical Sub-Stations (Batch 49),Housing and Development Board,7/6/2016,Awarded to Suppliers,EAC GIFTBUILD PTE. LTD.,6080000
HDB000ETT16000005,Quantity Surveying Consultancy Services For Design And Build Of Public Housing Project At Bukit Batok N4 C16 & 17,Housing and Development Board,13/5/2016,Awarded to Suppliers,ARCADIS SINGAPORE PTE. LTD.,0
HDB000ETT16000006,Term Contract For Improvement Works To Surface Car Parks For Electronic Parking System (EPS) (Batch 2),Housing and Development Board,11/4/2016,Awarded to Suppliers,HWEE MENE BUILDING CONSTRUCTION PTE. LTD.,0
HDB000ETT16000009,"Design, Build, Operate & Maintenance Of A District Level Pneumatic Waste Conveyance System (PWCS) At Sengkang",Housing and Development Board,29/6/2016,Awarded to Suppliers,PV Vacuum Engineering Pte Ltd,4371660
HDB000ETT16000010,Site Clearance And Earthworks For Defu Industrial City,Housing and Development Board,19/9/2016,Awarded to Suppliers,HUATIONG CONTRACTOR PTE LTD,7395200
HDB000ETT16000016,"Proposed Demolition Of HDB Residential Blocks 110 To 114, Two Surface Carparks And Ancillary Structures At Bukit Merah View",Housing and Development Board,22/4/2016,Awarded to Suppliers,LEONG HIN SENG CIVIL ENGINEERING PTE LTD,773600
HDB000ETT16000019,Construction Of Footbridge At Sembawang Neighbourhood 1,Housing and Development Board,19/5/2016,Awarded to Suppliers,NEW HORIZON DEVELOPMENT PTE LTD,678000
HDB000ETT16000021,Periodic Structural Inspection And Related Works At Various HDB Estates (Batch 12),Housing and Development Board,15/4/2016,Awarded to Suppliers,CKM CONSULTANTS PTE LTD,1221.4
HDB000ETT16000022,Collection Of Cash Payments Via Self-Service Kiosks For A Period Of Three Years,Housing and Development Board,7/7/2016,Awarded to Suppliers,CERTIS CISCO SECURE LOGISTICS PTE. LTD.,2653200
HDB000ETT16000025,Operate And Manage HDB Car Parks (Batch 33),Housing and Development Board,7/4/2016,Awarded to Suppliers,WILSON PARKING (SINGAPORE) PTE. LTD.,2624131
HDB000ETT16000026,"Provision Of Multi-Disciplinary Consultancy Services [Mechanical & Electrical Engineering (Principal Consultant), Civil & Structural Engineering And Quantity Surveying] Consultancy Services For A Period Of 2 Years (Batch 5)",Housing and Development Board,24/8/2016,Awarded to Suppliers,HITECH ENGINEERING,0
HDB000ETT16000027,Appointment Of A Consultant To Provide Research Consultancy Services,Housing and Development Board,6/6/2016,Awarded to Suppliers,ERIC CHRISTIAN FESSELMEYER,22000
HDB000ETT16000029,"Multi-Disciplinary (Architectural, Civil And Structural Engineering, Mechanical And Electrical Engineering And Quantity Surveying) Consultancy Services For Bedok Neighbourhood 5 Contract 19",Housing and Development Board,12/5/2016,Awarded to Suppliers,LAUD ARCHITECTS PTE LTD,0
HDB000ETT16000030,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Kallang Whampoa Contract 47",Housing and Development Board,12/5/2016,Awarded to Suppliers,ARCHITECTS TEAM 3 PTE. LTD.,0
HDB000ETT16000031,"Multi-Disciplinary (Architectural, Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Public Housing At Punggol West Contract 39",Housing and Development Board,12/5/2016,Awarded to Suppliers,P & T CONSULTANTS PTE. LTD.,0
HDB000ETT16000034,"Fire Reinstatement Works To Blk 5066, Ang Mo Kio Industrial Park 2, #01-1385 To #01-1393",Housing and Development Board,12/4/2016,Awarded to Suppliers,PANTECH CONSTRUCTION PTE. LTD.,61900
HDB000ETT16000036,Term Contract For The Supply And Delivery Of Uniforms For HDB's Frontline Officers For A Two-Year Period From 16 April 2016 To 15 April 2018,Housing and Development Board,15/4/2016,Awarded to Suppliers,ESTA PTE. LTD.,355100
HDB000ETT16000037,Supply Of Concreting Sand To The HDB (Batch 62),Housing and Development Board,10/6/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000038,Term Contract For The Supply Of Security Services To Connection One For A Period Of Twenty Four (24) Months,Housing and Development Board,1/4/2016,Awarded to Suppliers,TOM-RECK SECURITY SERVICES PTE LTD,1176000
HDB000ETT16000039,Supply Of 20MM Aggregate To The HDB (Batch 64),Housing and Development Board,14/6/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000040,Contract For Maintenance Of Tremors Monitoring Systems (TRS) For A Period Of 12 Months,Housing and Development Board,29/4/2016,Awarded to Suppliers,RYOBI GEOTECHNIQUE INTERNATIONAL PTE. LTD.,0
HDB000ETT16000041,Multi-Disciplinary (Civil & Structural Engineering And Quantity Surveying) Consultancy Services For Various Demolition Projects At Public Housing Estate (Batch 8),Housing and Development Board,10/5/2016,Awarded to Suppliers,JPL CONSULTANTS PTE. LTD.,90000
HDB000ETT16000042,Installation Of Lift Sensing Cable And Other Related Works At Various HDB Industrial Estates,Housing and Development Board,11/5/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000043,"Construction Of Bus Shelter, Bus Bay And Signalised Pedestrian Crossing At Yishun Town",Housing and Development Board,8/7/2016,Awarded to Suppliers,SING TEC DEVELOPMENT PTE. LTD.,2053987
HDB000ETT16000044,Provision Of Conceptualisation And Event Management Of Smart Cool Ideas Challenge,Housing and Development Board,23/5/2016,Awarded to Suppliers,PADANG & CO PTE. LTD.,113180
HDB000ETT16000045,Term Contract For Security Guard Services For YS-One And Yishun Industrial Park A For A Period Of Eighteen (18) Months (Year 2016/2017),Housing and Development Board,14/4/2016,Awarded to Suppliers,COMINCO PTE LTD,441000
HDB000ETT16000046,"Term Contract For Security Guard Services At AMK Tech I, AMK Tech II, AMK Autopoint & AMK Techlink For A Period Of Eighteen (18) Months (Year 2016/2017)",Housing and Development Board,14/4/2016,Awarded to Suppliers,COMINCO PTE LTD,792000
HDB000ETT16000047,Accredited Checking Services For Addition And Alteration Works To Multi-Storey Carparks (Batch A),Housing and Development Board,9/6/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000048,Construction of Heavy Vehicle Parking Lots and Ancillary Works at Marsiling Industrial Estate,Housing and Development Board,10/5/2016,Awarded to Suppliers,MEIZHUAN BUILDERS PTE LTD,751760
HDB000ETT16000049,Accredited Checking Services For Addition And Alteration Works To Multi-Storey Carparks (Batch B),Housing and Development Board,10/6/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000050,Addition And Alteration Works To Multi-Storey Carparks (Batch A),Housing and Development Board,16/8/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000051,Addition And Alteration Works To Multi-Storey Carparks (Batch B),Housing and Development Board,16/8/2016,Awarded to No Suppliers,Unknown,0
HDB000ETT16000052,Term Contract For Servicing Of Emergency Battery Operated Power Supply (EBOPS) Units For Lifts At Various HDB Industrial Estates For A Period Of Three (3) Years (YR 2016 To YR 2019),Housing and Development Board,20/5/2016,Awarded to Suppliers,CA M&E ENGINEERING PTE. LTD.,176592
HDB000ETT16000053,"Multi-Disciplinary (Civil & Structural Engineering, Mechanical & Electrical Engineering And Quantity Surveying) Consultancy Services For Various Civil Engineering Works",Housing and Development Board,22/7/2016,Awarded to Suppliers,TEP CONSULTANTS PTE LTD,0
HDB000ETT16000054,Multi-Disciplinary (Civil & Structural Engineering And Quantity Surveying) Supervision Consultancy Services For Public Housing At Punggol North Contracts 1 & 2 And Common Greens 1 & 2,Housing and Development Board,27/4/2016,Awarded to Suppliers,TEP CONSULTANTS PTE LTD,0
HDB000ETT16000055,Upgrading Of Toilets At Connection One,Housing and Development Board,7/4/2016,Awarded to Suppliers,FULL HOUSE BUILDING CONSTRUCTION PTE. LTD.,192474
HDB000ETT16000056,Instrumentation And Monitoring Works At Punggol North Contracts 1 & 2 And Common Greens 1 & 2,Housing and Development Board,20/4/2016,Awarded to Suppliers,RYOBI GEOTECHNIQUE INTERNATIONAL PTE. LTD.,226460
